type,text
ham,Every monday..nxt week vl be completing..
ham,I have a sore throat. It's scratches when I talk
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB
ham,We don call like  #  times oh. No give us hypertension oh.
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!"
ham,Do 1 thing! Change that sentence into: Because i want 2 concentrate in my educational career im leaving here..
spam,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)"
ham,Oooh I got plenty of those!
spam,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
ham,Eh u send wrongly lar...
ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit & Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning & Have A Happy Day:)
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!"
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy
ham,How would my ip address test that considering my computer isn't a minecraft server
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
ham,Well obviously not because all the people in my cool college life went home ;_;
ham,"Same, I'm at my great aunts anniversary party in tarpon springs"
ham,When you guys planning on coming over?
ham,Watching ajith film ah?
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
ham,"I'm not coming over, do whatever you want"
ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something
ham,Aiya we discuss later lar... Pick u up at 4 is it?
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen"
ham,"You aren't coming home between class, right? I need to work out and shower!"
ham,Im just wondering what your doing right now?
ham,"Hello, As per request from  #  Rs.5 has been transfered to you"
ham,U 2.
ham,I accidentally deleted the message. Resend please.
ham,Well i will watch shrek in 3D!!B)
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
ham,Apo all other are mokka players only
ham,"Yeah, where's your class at?"
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,Oh is it? Send me the address
ham,Get ready for  #  inches of pleasure...
ham,2 and half years i missed your friendship:-)
ham,Did u find out what time the bus is at coz i need to sort some stuff out.
ham,Reckon need to be in town by eightish to walk from * carpark.
spam,Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
ham,Alright took the morphine. Back in yo.
ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake & sayin Bite me, bite me."
ham,I'm wif him now buying tix lar...
ham,Ok then u tell me wat time u coming later lor.
spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
ham,Ok anyway no need to change with what you said
ham,"I'm in a meeting, call me later at"
spam,XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription 
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
ham,"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX."
ham,O. Well uv causes mutations. Sunscreen is like essential thesedays
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
ham,"Ok da, i already planned. I wil pick you."
ham,Yavnt tried yet and never played original either
ham,Ok lor.
ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
ham,Jus ans me lar. U'll noe later.
ham,Are u awake? Is there snow there?
ham,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.
ham,"Geeee ... I miss you already, you know ? Your all I can think about. I can't wait till next year when we will be together ... *loving kiss*"
ham,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!"
ham,Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic
ham,Then u going ikea str aft dat?
ham,He chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
ham,How many times i told in the stage all use to laugh. You not listen aha.
ham,HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!
ham,DO U WANT 2 MEET UP 2MORRO
ham,Pls accept me for one day. Or am begging you change the number.
ham,"I€˜ve got some salt, you can rub it in my open wounds if you like!"
ham,I dunno they close oredi not... u v ma fan...
ham,Esplanade lor. Where else...
ham,I cant wait to see you! How were the photos were useful? :)
ham,My uncles in Atlanta. Wish you guys a great semester.
ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
ham,"Storming msg: Wen u lift d phne, u say HELLO Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? Margaret Hello She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.
ham,Ok...
ham,"Hi, Mobile no.  #  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
ham,Ugh just got outta class
ham,So how are you really. What are you up to. How's the masters. And so on.
ham,Dear i have reache room
ham,I wonder if you'll get this text?
ham,"It's cool, let me know before it kicks off around  # , I'll be out and about all day"
ham,Are you comingdown later?
ham,3 pa but not selected.
ham,Happy new year. Hope you are having a good semester
ham,Sorry de i went to shop.
ham,"Nothing, i got msg frm tht unknown no.."
ham,So i asked how's anthony. Dad. And your bf
ham,Yeah like if it goes like it did with my friends imma flip out in like half an hour
ham,Wife.how she knew the time of murder exactly
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs."
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.
ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
ham,I am going to sao mu today. Will be done only at 12 
ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa"
ham,Rofl betta invest in some  anti aging products
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham,"K, want us to come by now?"
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
ham,I need details about that online job.
ham,Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx
ham,Were trying to find a Chinese food place around here
ham,Really? I crashed out cuddled on my sofa.
ham,"Sorry,in meeting I'll call later"
ham,What time you think you'll have it? Need to know when I should be near campus
ham,Both :) i shoot big loads so get ready!
ham,Wife.how she knew the time of murder exactly
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
ham,"I think your mentor is , but not 100 percent sure."
ham,Guess who spent all last night phasing in and out of the fourth dimension
ham,Like a personal sized or what
ham,Then ur sis how?
ham,Missing you too.pray inshah allah
ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color
ham,Well boy am I glad G wasted all night at applebees for nothing
ham,Ok...
ham,K..k.:)congratulation ..
ham,I need... Coz i never go before 
ham,"Haven't seen my facebook, huh? Lol!"
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
ham,If you're not in my car in an hour and a half I'm going crazy
ham,"Sorry, I'll call later"
ham,You're right I have now that I think about it
ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet."
ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
ham,Merry christmas to u too annie!
ham,"How long before you get reply, just defer admission til next semester"
ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.
ham,Happy new year to u too!
ham,Pls dont restrict her from eating anythin she likes for the next two days.
ham,Ok.ok ok..then..whats ur todays plan
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
ham,Nice.nice.how is it working?
ham,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx
ham,"G says you never answer your texts, confirm/deny"
ham,Yeah my usual guy's out of town but there're definitely people around I know
spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡
ham,My uncles in Atlanta. Wish you guys a great semester.
ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down
ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?
spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
ham,"Haha figures, well I found the piece and priscilla's bowl"
ham,Thanks for ve lovely wisheds. You rock
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
ham,Hello which the site to download songs its urgent pls
ham,Hello- thanx for taking that call. I got a job! Starts on monday!
ham,"Haha awesome, omw back now then"
ham,K. Did you call me just now ah? 
ham,I dont have i shall buy one dear
ham,"Mostly sports type..lyk footbl,crckt.."
ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
ham,"Gosh that , what a pain. Spose I better come then."
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. "
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
ham,I can’t wait for cornwall. Hope tonight isn’t too bad as well but it’s rock night. Anyway i’m going for a kip now have a good night. Speak to you soon.
ham,"Watching cartoon, listening music & at eve had to go temple & church.. What about u?"
ham,Pls give her prometazine syrup. 5mls then  # mins later feed.
ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... 
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
ham,What is your record for one night? :)
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)"
ham,Then we wait 4 u lor... No need 2 feel bad lar...
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
ham,Hi. Hope you had a good day. Have a better night.
ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
ham,Huh i cant thk of more oredi how many pages do we have?
ham,Am only searching for good dual sim mobile pa.
ham,Ard 530 like dat lor. We juz meet in mrt station then u dun haf to come out.
ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
ham,Ryder unsold.now gibbs.
ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES
ham,Tomarrow i want to got to court. At  DECIMAL . So you come to bus stand at 9.
ham,Arun can u transfr me d amt
ham,Lol no. Just trying to make your day a little more interesting
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
ham,"Haha... Sounds crazy, dunno can tahan anot..."
ham,No:-)i got rumour that you going to buy apartment in chennai:-)
ham,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
spam,As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts
ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
ham,"Theoretically yeah, he could be able to come"
ham,Dunno da next show aft 6 is 850. Toa payoh got 650.
ham,"Single line with a big meaning::::: Miss anything 4 ur Best Life but, don't miss ur best life for anything... Gud nyt..."
ham,"A cute thought for friendship: Its not necessary to share every secret with ur close Frnd, but watever u shared should be true...."
ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter
ham,What time. I€˜m out until prob 3 or so
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
ham,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*"
ham,Nt yet chikku..simple habba..hw abt u?
ham,"Short But Cute :  Be a good person , but dont try to prove ..... Gud mrng..."
ham,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?"
ham,Gd luck 4 ur exams :-)
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please "
ham,Gibbs unsold.mike hussey
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,No chikku nt yet.. Ya i'm free
ham,I think i am disturbing her da
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
ham,"Goodnight, sleep well da please take care pa. Please."
ham,"Nah I don't think he goes to usf, he lives around here though"
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
ham,Kallis is ready for bat in 2nd innings
ham,Aight well keep me informed
ham,Then mum's repent how?
ham,How long does it take to get it.
ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
ham,"I'd say that's a good sign but, well, you know my track record at reading women"
ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all
ham,Still work going on:)it is very small house.
ham,Are you in castor? You need to see something
ham,Sorry * was at the grocers.
spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
ham,R u here yet? I'm wearing blue shirt n black pants.
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly"
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
ham,"I€˜ll leave around four, ok?"
ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
ham,I'm in office now . I will call you  #  min:)
ham,u go home liao? Ask dad to pick me up at 6...
ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. u got a lot of work ar?
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
ham,Try neva mate!!
ham,"I'm home, my love ... If your still awake ... *loving kiss*"
ham,They don't put that stuff on the roads to keep it from getting slippery over there?
ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062."
ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean we€˜re in b€˜ham. Have a jolly good rest of week
ham,"K, wat s tht incident?"
ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too
spam,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
ham,Do you like Italian food?
spam,You have an important customer service announcement from PREMIER.
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
ham,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8
ham,Company is very good.environment is terrific and food is really nice:)
spam,Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send go stop to 89123
ham,I can ask around but there's not a lot in terms of mids up here
spam,"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate."
ham,Good Morning my Dear........... Have a great & successful day.
ham,Ok i am on the way to home hi hi
ham,Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that  #  lac crore of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  #  yrs. Can give  #  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  #  social projects. Every citizen can get monthly  # /- for  #  yrs. No need of World Bank & IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham,Hey check it da. I have listed da.
ham,Pls she needs to dat slowly or she will vomit more.
ham,That's y u haf 2 keep me busy...
ham,Yup n her fren lor. I'm meeting my fren at 730.
ham,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?"
ham,I see the letter B on my car
ham,Please ask mummy to call father
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm"
spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. "
ham,Yay can't wait to party together!
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
ham,The guy did some complaining but I acted like i'd be interested in buying something else next week and he gave it to us for free
spam,For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  # Lacs.there is no source to arng dis amt. # lacs..thats my prob
ham,"Sorry I flaked last night, stuff is seriously goin down with my roommate, what you up to tonight?"
ham,Hi mom we might be back later than  # 
ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
ham,K:)eng rocking in ashes:)
ham,Gettin rdy to ship comp
ham,I can't make it tonight
ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
ham,"I am real, baby! I want to bring out your inner tigress..."
ham,Bring tat cd don forget
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
ham,Ok thanx...
ham,Dont worry. I guess he's busy.
ham,Me sef dey laugh you. Meanwhile how's my darling anjie!
ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since # before I was even born!
ham,"I get out of class in bsn in like  #  minutes, you know where advising is?"
ham,Gud mrng dear have a nice day
ham,I havent add u yet right.. 
ham,Ok..
ham,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!
spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
ham,"Dear relieved of westonzoyland, all going to plan this end too!"
ham,Pls speak to that customer machan.
ham,"Call me, i am senthil from hsbc."
ham,Are you plans with your family set in stone ?
ham,No need to say anything to me. I know i am an outsider
ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
ham,U come n search tat vid..not finishd..
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!
ham,"Merry Christmas to you too babe, i love ya *kisses*"
ham,Shopping lor. Them raining mah hard 2 leave orchard.
ham,"Hi elaine, is today's meeting confirmed?"
spam,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
spam,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service
ham,Hey... are you going to quit soon? Xuhui and i working till end of the month 
ham,Its just the effect of irritation. Just ignore it
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
ham,Just seeing your missed call my dear brother. Do have a gr8 day.
ham,You in your room? I need a few
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
ham,Nope... Juz off from work...
ham,"Thanks, I'll keep that in mind"
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16"
ham,I'm glad. You are following your dreams.
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
ham,Doing project w frens lor. 
ham,"Haha, that was the first person I was gonna ask"
ham,I thought slide is enough.
ham,I'm awake oh. What's up.
ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX
ham,U should make a fb list
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.
ham,Aiyah ok wat as long as got improve can already wat...
ham,What's up. Do you want me to come online?
ham,Hey do you want anything to buy:)
ham,How i noe... Did u specify da domain as nusstu... u still in sch...
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each"
ham,Okay. I've seen it. So i should pick it on friday?
ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)"
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  #  IQ. Tis s IAS question try to answer.
ham,That's a shame! Maybe cld meet for few hrs tomo?
ham,"Me also da, i feel yesterday night  wait til 2day night dear."
ham,As in different styles?
ham,Hi msg me:)i'm in office..
ham,Yes. Rent is very expensive so its the way we save.
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?
ham,Enjoy urself tmr...
ham,What you did in  leave.
ham,K do I need a login or anything
